"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"TEIXEIRA DUARTE";"PTTD10AM0000";"TDSA";"Euronext Lisbon";"EUR";"0.292";"0.297";"0.271";"0.276";"05/01/2018 22:22";"BST";"1309471";"373561.572"
"TELECOM DESIGN";"FR0000184806";"MLTED";"Euronext Access Paris";"EUR";"5.00";"5.00";"5.00";"5.00";"30/05/2017 15:00";"CET";"5";"25.00"
"TELECOM ITALIA SPA";"IT0003497168";"TIT";"Traded not listed Brussels";"EUR";"0.72";"0.72";"0.72";"0.72";"04/01/2018 13:52";"CET";"1400";"1008.00"
"TELEFONICA";"ES0178430E18";"TFA";"Traded not listed Brussels";"EUR";"8.30";"8.30";"8.30";"8.30";"05/01/2018 09:44";"CET";"100";"830.00"
"TELEGRAAF MEDIA GR";"NL0000386605";"TMG";"Euronext Amsterdam";"EUR";"5.74";"5.76";"5.70";"5.76";"05/01/2018 16:25";"CET";"2700";"15444.02"
"TELENET GROUP";"BE0003826436";"TNET";"Euronext Brussels";"EUR";"59.25";"61.30";"59.00";"61.05";"05/01/2018 17:35";"CET";"171804";"10425551.15"
"TELEPERFORMANCE";"FR0000051807";"RCF";"Euronext Paris";"EUR";"121.60";"122.60";"121.40";"122.60";"05/01/2018 17:35";"CET";"102148";"12496567.20"
"TELEVERBIER";"CH0008175645";"TVRB";"Euronext Paris";"EUR";"48.60";"48.60";"48.60";"48.60";"03/01/2018 11:30";"CET";"1230";"59778.00"
"TELEVISTA";"FR0011076595";"MLVST";"Euronext Access Paris";"EUR";"5.00";"5.00";"5.00";"5.00";"14/11/2017 11:30";"CET";"2";"10.00"
"TER BEKE";"BE0003573814";"TERB";"Euronext Brussels";"EUR";"172.00";"172.00";"171.50";"171.50";"05/01/2018 17:35";"CET";"495";"85106.50"
"TERREIS";"FR0010407049";"TER";"Euronext Paris";"EUR";"43.10";"43.10";"42.80";"42.80";"05/01/2018 17:35";"CET";"412";"17688.30"
"TESSENDERLO";"BE0003555639";"TESB";"Euronext Brussels";"EUR";"39.20";"39.55";"39.10";"39.50";"05/01/2018 17:35";"CET";"26374";"1038273.60"
"TESSI";"FR0004529147";"TES";"Euronext Paris";"EUR";"177.00";"179.00";"177.00";"178.50";"05/01/2018 17:29";"CET";"1988";"353214.00"
"TETRAGON FIN GRP";"GG00B1RMC548";"TFG";"Euronext Amsterdam";"USD";"13.90";"13.95";"13.80";"13.90";"05/01/2018 17:27";"CET";"30819";"428575.20"
"TEXAF";"BE0974263924";"TEXF";"Euronext Brussels";"EUR";"30.60";"30.70";"30.60";"30.70";"05/01/2018 12:11";"CET";"11";"337.60"
"TF1";"FR0000054900";"TFI";"Euronext Paris";"EUR";"12.58";"12.75";"12.53";"12.75";"05/01/2018 17:38";"CET";"168326";"2137370.54"
"TF1 NV18";"FR0013296803";"TFINV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"TFF GROUP";"FR0013295789";"TFF";"Euronext Paris";"EUR";"45.00";"46.485";"43.655";"45.995";"05/01/2018 17:35";"CET";"3449";"155231.765"
"THALES";"FR0000121329";"HO";"Euronext Paris";"EUR";"91.36";"91.78";"90.80";"91.30";"05/01/2018 17:37";"CET";"274216";"25051672.66"
"THALES NV18";"FR0013306065";"HONV";"Euronext Paris";"EUR";"89.10";"89.80";"89.10";"89.80";"05/01/2018 16:30";"CET";"5201";"464599.80"
"THANNBERGER ET CIE";"FR0010630988";"MLTHA";"Euronext Access Paris";"EUR";"5.11";"5.11";"5.11";"5.11";"01/10/2014 15:00";"CET";"9";"45.99"
"THE NAVIGATOR COMP";"PTPTI0AM0006";"NVG";"Euronext Lisbon";"EUR";"4.498";"4.50";"4.464";"4.472";"05/01/2018 22:35";"BST";"374291";"1679162.448"
"THERACLION";"FR0010120402";"ALTHE";"Euronext Growth Paris";"EUR";"4.15";"4.17";"4.09";"4.10";"05/01/2018 17:35";"CET";"13903";"57331.19"
"THERADIAG";"FR0004197747";"ALTER";"Euronext Growth Paris";"EUR";"2.43";"2.43";"2.35";"2.38";"05/01/2018 16:12";"CET";"11509";"27486.72"
"THERADIAG BSAR";"FR0013260973";"ALTBS";"Euronext Growth Paris";"EUR";"0.08";"0.08";"0.08";"0.08";"05/01/2018 10:42";"CET";"650";"52.00"
"THERANEXUS";"FR0013286259";"ALTHX";"Euronext Growth Paris";"EUR";"14.898";"15.10";"14.898";"15.10";"05/01/2018 12:49";"CET";"469";"7020.886"
"THERMADOR GROUPE";"FR0000061111";"THEP";"Euronext Paris";"EUR";"118.50";"118.50";"115.00";"116.50";"05/01/2018 17:35";"CET";"1508";"175840.50"
"THERMES DE SAUJON";"FR0007261425";"MLTDS";"Euronext Access Paris";"EUR";"650.00";"650.00";"650.00";"650.00";"27/12/2017 11:30";"CET";"1";"650.00"
"THROMBOGENICS";"BE0003846632";"THR";"Euronext Brussels";"EUR";"3.535";"3.88";"3.515";"3.82";"05/01/2018 17:35";"CET";"204578";"759745.76"
"THUNDERBIRD";"VGG885761061";"TBIRD";"Euronext Amsterdam";"USD";"0.28";"0.28";"0.24";"0.24";"05/01/2018 15:32";"CET";"4125";"995.00"
"TIE KINETIX";"NL0010389508";"TIE";"Euronext Amsterdam";"EUR";"9.70";"9.70";"9.65";"9.70";"05/01/2018 15:12";"CET";"334";"3239.15"
"TIGENIX";"BE0003864817";"TIG";"Euronext Brussels";"EUR";"1.65";"1.726";"1.644";"1.70";"05/01/2018 17:38";"CET";"50260025";"85606495.604"
"TIKEHAU CAPITAL";"FR0013230612";"TKO";"Euronext Paris";"EUR";"21.70";"22.00";"21.60";"22.00";"05/01/2018 17:17";"CET";"8571";"187931.80"
"TINC";"BE0974282148";"TINC";"Euronext Brussels";"EUR";"12.75";"12.75";"12.55";"12.75";"05/01/2018 17:35";"CET";"11858";"150492.90"
"TIPIAK";"FR0000066482";"TIPI";"Euronext Paris";"EUR";"92.00";"92.00";"92.00";"92.00";"05/01/2018 11:30";"CET";"10";"920.00"
"TISCALI";"IT0004513666";"TISN";"Traded not listed Brussels";"EUR";"0.03";"0.03";"0.03";"0.03";"05/01/2018 15:11";"CET";"11";"0.33"
"TIVOLY";"FR0000060949";"TVLY";"Euronext Paris";"EUR";"40.20";"40.20";"39.60";"40.00";"05/01/2018 17:23";"CET";"193";"7711.80"
"TKH GROUP";"NL0000852523";"TWEKA";"Euronext Amsterdam";"EUR";"53.65";"54.05";"53.25";"54.00";"05/01/2018 17:35";"CET";"64708";"3476441.45"
"TOMTOM";"NL0000387058";"TOM2";"Euronext Amsterdam";"EUR";"8.05";"8.276";"8.05";"8.238";"05/01/2018 17:35";"CET";"1959419";"16089776.798"
"TONNA ELECTRONIQUE";"FR0000064388";"TONN";"Euronext Paris";"EUR";"0.87";"0.87";"0.82";"0.82";"05/01/2018 16:30";"CET";"6380";"5260.60"
"TOOLUX SANDING";"LU0394945660";"ALTLX";"Euronext Growth Paris";"EUR";"1.60";"1.60";"1.60";"1.60";"25/03/2015 15:30";"CET";"1650";"2640.00"
"TOQUEBLANCHEMONDE";"FR0011668821";"MLTBM";"Euronext Access Paris";"EUR";"3.86";"3.86";"3.86";"3.86";"22/11/2017 16:30";"CET";"50";"193.00"
"TOTAL";"FR0000120271";"FP";"Euronext Paris, Brussels";"EUR";"47.46";"48.17";"47.46";"47.825";"05/01/2018 17:38";"CET";"5799220";"277792322.705"
"TOTAL GABON";"GA0000121459";"EC";"Euronext Paris";"EUR";"153.50";"156.00";"153.50";"156.00";"05/01/2018 17:35";"CET";"913";"141642.00"
"TOTAL NV18";"FR0013309069";"FPNV";"Euronext Paris";"EUR";"46.385";"46.385";"46.30";"46.30";"05/01/2018 17:25";"CET";"30800";"1427459.50"
"TOUAX";"FR0000033003";"TOUP";"Euronext Paris";"EUR";"11.85";"12.30";"11.80";"12.00";"05/01/2018 17:35";"CET";"14482";"173883.55"
"TOUPARGEL GROUPE";"FR0000039240";"TOU";"Euronext Paris";"EUR";"4.64";"4.70";"4.60";"4.70";"05/01/2018 14:08";"CET";"151";"704.64"
"TOUR EIFFEL";"FR0000036816";"EIFF";"Euronext Paris";"EUR";"57.00";"57.00";"56.80";"57.00";"05/01/2018 15:42";"CET";"1393";"79399.20"
"TOUTABO";"FR0010621722";"MLABO";"Euronext Access Paris";"EUR";"1.23";"1.23";"1.23";"1.23";"30/12/2011 15:00";"CET";"1";"1.23"
"TOYOTA CAETANO";"PTSCT0AP0018";"SCT";"Euronext Lisbon";"EUR";"2.76";"2.76";"2.76";"2.76";"05/01/2018 16:30";"BST";"278";"767.28"
"TPSH";"FR0011040690";"MLPSH";"Euronext Access Paris";"EUR";"0.82";"0.82";"0.82";"0.82";"04/01/2018 11:30";"CET";"1617";"1325.94"
"TRAMWAYS DE ROUEN";"FR0000031866";"MLTRA";"Euronext Access Paris";"EUR";"3300.01";"3300.01";"3300.01";"3300.01";"18/10/2017 16:30";"CET";"1";"3300.01"
"TRANSGENE";"FR0005175080";"TNG";"Euronext Paris";"EUR";"2.865";"2.88";"2.83";"2.845";"05/01/2018 17:35";"CET";"113606";"324024.065"
"TRANSINSULAR";"PTTRA0AN0016";"TRAAP";"Euronext Access Lisbon";"EUR";"21.01";"21.01";"21.01";"21.01";"06/12/2012 21:30";"BST";"57";"1197.57"
"TRAQUEUR";"FR0004043487";"ALTRA";"Euronext Growth Paris";"EUR";"1.65";"1.65";"1.65";"1.65";"04/01/2018 16:30";"CET";"100";"165.00"
"TREASURE MINE";"HK0000058161";"MLTMT";"Euronext Access Paris";"EUR";"0.0395";"0.0395";"0.0395";"0.0395";"05/01/2018 16:30";"CET";"1000";"39.50"
"TRIGANO";"FR0005691656";"TRI";"Euronext Paris";"EUR";"148.70";"149.70";"147.70";"149.70";"05/01/2018 17:35";"CET";"20939";"3109966.45"
"TRILOGIQ";"FR0010397901";"ALTRI";"Euronext Growth Paris";"EUR";"10.00";"10.00";"10.00";"10.00";"05/01/2018 16:30";"CET";"370";"3700.00"
"TROC ILE";"FR0000031106";"MLTRO";"Euronext Access Paris";"EUR";"7.00";"7.00";"7.00";"7.00";"03/01/2018 11:30";"CET";"5";"35.00"
"TROIS CHENES";"FR0000076481";"MLTRC";"Euronext Access Paris";"EUR";"6.41";"6.46";"6.41";"6.46";"22/12/2017 16:30";"CET";"221";"1416.71"
"TRONICS";"FR0004175099";"ALTRO";"Euronext Growth Paris";"EUR";"13.50";"13.50";"13.50";"13.50";"05/01/2018 11:10";"CET";"151";"2038.50"
"TTI";"FR0010383877";"ALTTI";"Euronext Growth Paris";"EUR";"0.59";"0.59";"0.59";"0.59";"19/12/2017 16:30";"CET";"200";"118.00"
"TUBIZE-FIN";"BE0003823409";"TUB";"Euronext Brussels";"EUR";"66.60";"66.70";"66.00";"66.70";"05/01/2018 17:35";"CET";"7920";"525307.40"
"TXCELL";"FR0010127662";"TXCL";"Euronext Paris";"EUR";"1.73";"1.73";"1.65";"1.65";"05/01/2018 17:35";"CET";"149774";"251975.554"
"TXCELL ABSA FEB18";"FR0013231792";"TXCBS";"Euronext Paris";"EUR";"0.04";"0.04";"0.0345";"0.0345";"05/01/2018 15:19";"CET";"10700";"426.90"
"TXCOM";"FR0010654087";"ALTXC";"Euronext Growth Paris";"EUR";"5.70";"5.70";"5.70";"5.70";"21/12/2017 11:30";"CET";"1063";"6059.10"
"U&I LEARNING";"BE0003847648";"UNI";"Euronext Access Brussels";"EUR";"0.90";"0.90";"0.90";"0.90";"05/01/2018 11:30";"CET";"1000";"900.00"
"U10";"FR0000079147";"UDIS";"Euronext Paris";"EUR";"3.75";"3.82";"3.75";"3.81";"05/01/2018 16:39";"CET";"8468";"32135.47"
"UBISOFT ENTERTAIN";"FR0000054470";"UBI";"Euronext Paris";"EUR";"66.88";"67.68";"66.70";"67.38";"05/01/2018 17:35";"CET";"176037";"11832161.18"
"UCAR";"FR0011070457";"ALUCR";"Euronext Growth Paris";"EUR";"19.80";"19.80";"19.50";"19.80";"05/01/2018 15:19";"CET";"64";"1257.30"
"UCB";"BE0003739530";"UCB";"Euronext Brussels";"EUR";"66.32";"67.18";"66.12";"67.00";"05/01/2018 17:35";"CET";"456931";"30533692.58"
"UMALIS GROUP";"FR0011776889";"MLUMG";"Euronext Access Paris";"EUR";"7.40";"7.40";"7.40";"7.40";"04/01/2018 11:30";"CET";"1";"7.40"
"UMANIS";"FR0013263878";"ALUMS";"Euronext Growth Paris";"EUR";"13.45";"14.45";"13.45";"13.60";"05/01/2018 17:35";"CET";"17086";"235173.40"
"UMICORE";"BE0974320526";"UMI";"Euronext Brussels";"EUR";"41.70";"42.605";"41.63";"42.605";"05/01/2018 18:06";"CET";"1009297";"42632460.317"
"UN TOIT POUR TOI";"FR0013180189";"MLUTP";"Euronext Access Paris";"EUR";"9.80";"9.80";"9.80";"9.80";"14/08/2017 11:30";"CET";"10";"98.00"
"UNI.METALG.HT-SEI.";"FR0005783503";"MLUMH";"Euronext Access Paris";"EUR";"45.00";"45.00";"45.00";"45.00";"18/05/2017 15:00";"CET";"1";"45.00"
"UNIBAIL-RODAMCO";"FR0000124711";"UL";"Euronext Amsterdam, Paris";"EUR";"209.00";"211.20";"207.80";"211.10";"05/01/2018 17:35";"CET";"352288";"74025237.70"
"UNIBEL";"FR0000054215";"UNBL";"Euronext Paris";"EUR";"891.10";"891.10";"890.12";"890.12";"29/12/2017 16:30";"CET";"15";"13354.74"
"UNILEVER 6%";"NL0000388742";"UNCP6";"Euronext Amsterdam";"EUR";"303.50";"303.50";"303.50";"303.50";"20/10/2017 11:30";"CET";"1";"303.50"
"UNILEVER 7%";"NL0000388726";"UNCP7";"Euronext Amsterdam";"EUR";"989.00";"989.00";"989.00";"989.00";"23/02/2012 11:30";"CET";"4";"3956.00"
"UNILEVER DR";"NL0000009355";"UNA";"Euronext Amsterdam";"EUR";"46.46";"47.065";"46.37";"47.065";"05/01/2018 17:35";"CET";"3393080";"158987430.185"
"UNILEVER DR7CP";"NL0000388684";"UNCC7";"Euronext Amsterdam";"EUR";"324.99";"324.99";"324.99";"324.99";"20/10/2017 11:30";"CET";"5";"1624.95"
"UNILEVER OS";"NL0000388619";"UNIA";"Euronext Amsterdam";"EUR";"46.50";"47.00";"46.40";"46.90";"05/01/2018 17:17";"CET";"13119";"612802.70"
"UNION FIN.FRANCE";"FR0000034548";"UFF";"Euronext Paris";"EUR";"31.30";"31.30";"31.10";"31.20";"05/01/2018 17:29";"CET";"1736";"54219.50"
"UNION PAC CORP";"US9078181081";"UNPA";"Traded not listed Brussels";"USD";"104.55";"104.55";"104.55";"104.55";"22/12/2016 16:30";"CET";"78";"8154.90"
"UNION TECH.INFOR.";"FR0000074197";"FPG";"Euronext Paris";"EUR";"1.02";"1.12";"1.02";"1.12";"05/01/2018 17:35";"CET";"23686";"25876.71"
"UNITI";"FR0012709160";"MLUNT";"Euronext Access Paris";"EUR";"3.80";"3.80";"3.80";"3.80";"03/01/2018 16:30";"CET";"500";"1900.00"
"USG";"FR0012060036";"MLUSG";"Euronext Access Paris";"EUR";"7.40";"7.40";"7.40";"7.40";"21/12/2017 16:49";"CET";"125";"925.00"
"UV GERMI";"FR0011898584";"ALUVI";"Euronext Growth Paris";"EUR";"5.40";"5.54";"5.30";"5.48";"05/01/2018 17:05";"CET";"9741";"53097.82"
"V LANSCHOT KEMPEN";"NL0000302636";"VLK";"Euronext Amsterdam";"EUR";"26.10";"26.55";"26.10";"26.55";"05/01/2018 17:35";"CET";"17738";"469207.80"
"VAA VISTA ALEGRE";"PTVAA0AE0001";"VAF";"Euronext Lisbon";"EUR";"0.14";"0.15";"0.14";"0.15";"05/01/2018 21:30";"BST";"141839";"20057.46"
"VALBIOTIS";"FR0013254851";"ALVAL";"Euronext Growth Paris";"EUR";"6.98";"6.98";"6.94";"6.96";"05/01/2018 16:28";"CET";"1710";"11908.44"
"VALE";"US91912E1055";"VALE3";"Euronext Paris";"EUR";"10.398";"10.718";"10.398";"10.718";"04/01/2018 15:48";"CET";"1131";"11789.02"
"VALE PREF";"US91912E2046";"VALE5";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VALEO";"FR0013176526";"FR";"Euronext Paris";"EUR";"64.20";"64.50";"63.34";"64.26";"05/01/2018 17:35";"CET";"793399";"50839402.94"
"VALLOUREC";"FR0000120354";"VK";"Euronext Paris";"EUR";"5.50";"5.62";"5.44";"5.568";"05/01/2018 17:39";"CET";"7042343";"39067248.766"
"VALNEVA";"FR0004056851";"VLA";"Euronext Paris";"EUR";"2.915";"2.98";"2.915";"2.98";"05/01/2018 17:35";"CET";"368341";"1087011.685"
"VALNEVA PREF";"FR0011472943";"VLAP";"Euronext Paris";"EUR";"0.025";"0.025";"0.025";"0.025";"05/01/2018 12:00";"CET";"118";"2.95"
"VALONEO";"FR0012833770";"MLVAL";"Euronext Access Paris";"EUR";"11.31";"11.31";"11.31";"11.31";"20/12/2017 16:30";"CET";"40";"452.40"
"VALUE8";"NL0010661864";"VALUE";"Euronext Amsterdam";"EUR";"5.36";"5.36";"5.16";"5.20";"05/01/2018 17:35";"CET";"6817";"35766.50"
"VALUE8 CUM PREF";"NL0009875483";"PREVA";"Euronext Amsterdam";"EUR";"25.19";"25.19";"25.19";"25.19";"05/01/2018 11:30";"CET";"8";"201.52"
"VAN DE VELDE";"BE0003839561";"VAN";"Euronext Brussels";"EUR";"45.40";"46.20";"45.20";"46.10";"05/01/2018 17:35";"CET";"3598";"165042.80"
"VASTNED";"NL0000288918";"VASTN";"Euronext Amsterdam";"EUR";"40.85";"40.95";"40.55";"40.75";"05/01/2018 17:35";"CET";"26175";"1065136.85"
"VASTNED RETAIL BEL";"BE0003754687";"VASTB";"Euronext Brussels";"EUR";"45.80";"45.80";"45.20";"45.20";"05/01/2018 15:54";"CET";"814";"37098.80"
"VDI GROUP";"FR0010337865";"ALVDI";"Euronext Growth Paris";"EUR";"5.70";"5.80";"5.70";"5.80";"05/01/2018 11:36";"CET";"1349";"7807.95"
"VELCAN";"FR0010245803";"ALVEL";"Euronext Growth Paris";"EUR";"10.25";"10.30";"9.92";"9.98";"05/01/2018 17:35";"CET";"4457";"44741.80"
"VEOLIA ENVIRON.";"FR0000124141";"VIE";"Euronext Paris";"EUR";"21.64";"21.94";"21.63";"21.89";"05/01/2018 17:36";"CET";"1817944";"39746937.09"
"VEON";"BMG9349W1038";"VEON";"Euronext Amsterdam";"EUR";"3.30";"3.38";"3.30";"3.38";"04/01/2018 17:00";"CET";"3140";"10542.00"
"VERENIGDE NED COMP";"NL0009169515";"VNC";"Euronext Amsterdam";"EUR";"1.16";"1.205";"1.135";"1.16";"05/01/2018 17:35";"CET";"53216";"61710.055"
"VERGNET";"FR0004155240";"ALVER";"Euronext Growth Paris";"EUR";"0.65";"0.69";"0.64";"0.64";"21/07/2017 17:35";"CET";"190193";"125129.59"
"VERIZON COMM.";"US92343V1044";"VERIZ";"Traded not listed Brussels";"USD";"34.91";"34.91";"34.91";"34.91";"05/03/2012 16:30";"CET";"328";"11450.48"
"VERNEUIL FINANCE";"FR0000062465";"VRNL";"Euronext Paris";"EUR";"3.44";"3.44";"3.44";"3.44";"05/01/2018 16:30";"CET";"10";"34.40"
"VERNEY CARRON";"FR0006174496";"MLVER";"Euronext Access Paris";"EUR";"13.20";"13.20";"13.20";"13.20";"05/01/2018 16:30";"CET";"15";"198.00"
"VESTASIA LIMITED";"HK0000041928";"MLVES";"Euronext Access Paris";"EUR";"1.00";"1.00";"1.00";"1.00";"18/08/2017 11:30";"CET";"1";"1.00"
"VETOQUINOL";"FR0004186856";"VETO";"Euronext Paris";"EUR";"60.80";"61.20";"60.00";"61.20";"05/01/2018 17:35";"CET";"1150";"69663.80"
"VEXIM";"FR0011072602";"ALVXM";"Euronext Growth Paris";"EUR";"20.00";"20.05";"19.88";"20.05";"05/01/2018 17:35";"CET";"1906";"38043.91"
"VGP";"BE0003878957";"VGP";"Euronext Brussels";"EUR";"64.40";"64.40";"63.80";"64.00";"05/01/2018 17:35";"CET";"2282";"145990.40"
"VIALIFE";"FR0010326090";"ALVIA";"Euronext Growth Paris";"EUR";"21.60";"21.60";"21.60";"21.60";"28/07/2017 11:30";"CET";"1";"21.60"
"VICAT";"FR0000031775";"VCT";"Euronext Paris";"EUR";"68.80";"69.45";"68.35";"69.45";"05/01/2018 17:35";"CET";"25651";"1768703.70"
"VIDELIO";"FR0000066680";"VDLO";"Euronext Paris";"EUR";"1.66";"1.66";"1.64";"1.64";"05/01/2018 14:33";"CET";"91";"149.27"
"VIEL ET COMPAGNIE";"FR0000050049";"VIL";"Euronext Paris";"EUR";"5.26";"5.34";"5.24";"5.34";"05/01/2018 16:49";"CET";"562";"2968.12"
"VIKTORIA INVEST";"FR0000035719";"VI";"Euronext Paris";"EUR";"5.55";"5.55";"5.55";"5.55";"05/01/2018 11:30";"CET";"76";"421.80"
"VILMORIN & CIE";"FR0000052516";"RIN";"Euronext Paris";"EUR";"88.90";"89.90";"88.80";"89.70";"05/01/2018 17:35";"CET";"12731";"1137948.10"
"VINCI";"FR0000125486";"DG";"Euronext Paris";"EUR";"87.00";"88.24";"86.72";"88.24";"05/01/2018 17:37";"CET";"1360842";"119377859.86"
"VIOHALCO";"BE0974271034";"VIO";"Euronext Brussels";"EUR";"3.49";"3.76";"3.42";"3.525";"05/01/2018 17:38";"CET";"24944";"88502.20"
"VIRBAC";"FR0000031577";"VIRP";"Euronext Paris";"EUR";"123.80";"125.00";"123.20";"123.80";"05/01/2018 17:35";"CET";"7328";"909012.20"
"VISIATIV";"FR0004029478";"ALVIV";"Euronext Growth Paris";"EUR";"48.10";"48.85";"47.50";"48.85";"05/01/2018 17:35";"CET";"5898";"283809.50"
"VISIO NERF";"FR0010033480";"MLVIS";"Euronext Access Paris";"EUR";"2.14";"2.14";"2.10";"2.10";"05/01/2018 16:30";"CET";"1048";"2241.52"
"VISIODENT";"FR0000065765";"SDT";"Euronext Paris";"EUR";"2.30";"2.50";"2.30";"2.50";"05/01/2018 17:21";"CET";"25";"61.50"
"VISIOMED GROUP";"FR0011067669";"ALVMG";"Euronext Growth Paris";"EUR";"1.06";"1.116";"1.044";"1.058";"05/01/2018 17:35";"CET";"1105881";"1185085.452"
"VIVENDI";"FR0000127771";"VIV";"Euronext Paris";"EUR";"23.23";"23.59";"23.17";"23.55";"05/01/2018 17:35";"CET";"3985639";"93317158.55"
"VIVENDI NV18";"FR0013308780";"VIVNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VOLKERWESSELS";"NL0012294466";"KVW";"Euronext Amsterdam";"EUR";"23.80";"23.80";"23.56";"23.58";"05/01/2018 17:37";"CET";"47504";"1122652.34"
"VOLKSWAGEN";"DE0007664005";"VWA";"Traded not listed Brussels";"EUR";"175.00";"179.00";"175.00";"177.70";"05/01/2018 17:19";"CET";"2705";"478343.90"
"VOLKSWAGEN PREF";"DE0007664039";"VWAP";"Traded not listed Brussels";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VOLTA FINANCE";"GG00B1GHHH78";"VTA";"Euronext Amsterdam";"EUR";"7.14";"7.16";"7.12";"7.12";"05/01/2018 17:35";"CET";"48815";"349365.56"
"VOLTALIA";"FR0011995588";"VLTSA";"Euronext Paris";"EUR";"10.90";"10.92";"10.76";"10.92";"05/01/2018 17:35";"CET";"4128";"44926.48"
"VOPAK";"NL0009432491";"VPK";"Euronext Amsterdam";"EUR";"36.76";"36.94";"36.38";"36.71";"05/01/2018 17:35";"CET";"377096";"13856133.87"
"VOPIUM";"DK0060129575";"MLVOP";"Euronext Access Paris";"EUR";"0.19";"0.19";"0.19";"0.19";"04/12/2017 16:30";"CET";"350";"66.50"
"VOYAGEURS DU MONDE";"FR0004045847";"ALVDM";"Euronext Growth Paris";"EUR";"98.20";"98.60";"97.40";"98.60";"05/01/2018 17:35";"CET";"708";"69447.60"
"VRANKEN-POMMERY";"FR0000062796";"VRAP";"Euronext Paris, Brussels";"EUR";"24.00";"24.20";"24.00";"24.20";"05/01/2018 15:37";"CET";"970";"23375.10"
"WALLIX";"FR0010131409";"ALLIX";"Euronext Growth Paris";"EUR";"18.40";"18.90";"18.15";"18.90";"05/01/2018 17:35";"CET";"10969";"203138.75"
"WAREHOUSES";"BE0003734481";"WEB";"Euronext Brussels";"EUR";"60.50";"60.50";"60.50";"60.50";"05/01/2018 17:00";"CET";"1100";"66550.00"
"WAVESTONE";"FR0004036036";"WAVE";"Euronext Paris";"EUR";"127.40";"130.60";"127.40";"130.00";"05/01/2018 17:35";"CET";"1422";"183361.60"
"WDP";"BE0003763779";"WDP";"Euronext Brussels, Amsterdam";"EUR";"94.70";"95.70";"93.90";"95.70";"05/01/2018 17:39";"CET";"25863";"2454359.90"
"WE.CONNECT";"FR0013079092";"ALWEC";"Euronext Growth Paris";"EUR";"10.50";"10.50";"10.50";"10.50";"04/01/2018 16:30";"CET";"1";"10.50"
"WEACCESS GROUP";"FR0010688465";"MLWEA";"Euronext Access Paris";"EUR";"9.75";"9.75";"9.75";"9.75";"04/01/2018 16:30";"CET";"20";"195.00"
"WEBORAMA";"FR0010337444";"ALWEB";"Euronext Growth Paris";"EUR";"11.10";"11.10";"10.80";"10.90";"05/01/2018 17:22";"CET";"598";"6499.20"
"WEDIA";"FR0010688440";"ALWED";"Euronext Growth Paris";"EUR";"20.50";"20.50";"19.55";"20.30";"05/01/2018 17:28";"CET";"3040";"60457.60"
"wee.com AG";"CH0309050059";"MLWEE";"Euronext Access Paris";"EUR";"2.00";"2.00";"2.00";"2.00";"05/01/2018 12:09";"CET";"3500";"7000.00"
"WENDEL";"FR0000121204";"MF";"Euronext Paris";"EUR";"145.50";"146.60";"145.50";"146.10";"05/01/2018 17:35";"CET";"49903";"7291090.50"
"WERELDHAVE";"NL0000289213";"WHA";"Euronext Amsterdam";"EUR";"40.86";"41.05";"40.68";"40.96";"05/01/2018 17:35";"CET";"233719";"9558076.86"
"WERELDHAVE BELGIUM";"BE0003724383";"WEHB";"Euronext Brussels";"EUR";"97.60";"97.60";"95.60";"96.00";"05/01/2018 17:35";"CET";"1301";"125556.40"
"WESSANEN";"NL0000395317";"WES";"Euronext Amsterdam";"EUR";"17.20";"17.20";"17.11";"17.18";"05/01/2018 17:35";"CET";"48350";"829591.65"
"WEYA";"FR0010768770";"MLWEY";"Euronext Access Paris";"EUR";"5.05";"5.05";"5.05";"5.05";"05/01/2018 16:30";"CET";"2200";"11110.00"
"WITBE";"FR0013143872";"ALWIT";"Euronext Growth Paris";"EUR";"8.40";"8.56";"8.40";"8.50";"05/01/2018 17:35";"CET";"7196";"60801.64"
"WOL. EXTENS. CERT";"BE0003600112";"WOLE";"Euronext Brussels";"EUR";"727.20";"727.20";"727.20";"727.20";"05/01/2018 16:30";"CET";"1";"727.20"
"WOL. SHOPPING CERT";"BE0003571792";"WOLS";"Euronext Brussels";"EUR";"1880.00";"1880.00";"1880.00";"1880.00";"05/01/2018 16:30";"CET";"6";"11280.00"
"WOLTERS KLUWER";"NL0000395903";"WKL";"Euronext Amsterdam";"EUR";"44.22";"44.55";"44.22";"44.55";"05/01/2018 17:35";"CET";"503141";"22364759.47"
"WORLDLINE";"FR0011981968";"WLN";"Euronext Paris";"EUR";"42.04";"42.04";"41.40";"41.78";"05/01/2018 17:35";"CET";"42365";"1766397.36"
"WT";"FR0000184822";"MLWTT";"Euronext Access Paris";"EUR";"1.35";"1.35";"1.35";"1.35";"12/10/2017 11:30";"CET";"40";"54.00"
"X-FAB";"BE0974310428";"XFAB";"Euronext Paris";"EUR";"10.06";"10.44";"10.02";"10.40";"05/01/2018 17:35";"CET";"128701";"1316912.06"
